id;titulo;autores;area;ignorar
249356;AVALIAÇÃO DO POTENCIAL ANTIMICROBIANO SOBRE Pseudomonas ISOLADAS DE CAVIDADE BUCAL POR PLANTAS MEDICINAIS UTILIZADAS EM PERNAMBUCO;Marcio Michael Pontes, Paloma Andrade Santos Araújo, Maria Aleide Angelina da Silva Lima, Vinícius Araújo de Oliveira, Rosangela Estevão Alves Falcão;Ciências Biológicas;n
249370;SARGENTO DE MILÍCIAS: REPRESENTAÇÕES DA MEMÓRIA SOCIAL, GÊNERO E HUMOR;Lucas Santos de Assis, Natália Luczkiewicz da Silva, Moisés Monteiro de Melo Neto;Linguística, Letras e Artes;n
249378;O BRINCAR NA PSICOSE INFANTIL, CONSIDERAÇÕES SOBRE O  LÚDICO, O AGRESSIVO E A BRINCADEIRA TURBULENTA ;Isabelle Karolinne Galvão Lira, João Ricard Pereira da Silva;Ciências Humanas;n
249379;PRÁTICAS DE DOCÊNCIA NO ENSINO DE ADMINISTRAÇÃO NO PERÍODO DA PANDEMIA DA COVID-19 NO AGRESTE DE PERNAMBUCO A LUZ DA TEORIA DA SOCIOMATERIALIDADE;Felipe dos Santos Mendes, Adriano Cavancanti Mauricio de Sena, Elisabeth Cavalcante dos Santos;Ciências Sociais Aplicadas;n
249386; UTILIZAÇÃO DE FERRAMENTAS TECNOLÓGICAS NA ALFABETIZAÇÃO: ANIMAÇÃO EM  STOP MOTION E A CONTAÇÃO DE HISTÓRIAS;Joelma Virginio da S. Nascimento Novais, Vitória Gabriela L. Carvalho, Odalisca Cavalcante de Moraes, Graziela B. de Almeida;Ciências Humanas;n
249389;PRINCIPAIS ANOMALIAS GENÉTICAS CROMÁTICAS EM AVES DA FAMÍLIA PSITTACIDAE: REVISÃO DE LITERATURA;Maysa Emanuela da Silva Rocha Holanda Carvalho, Eduardo Henrique Amorim Silva, Raquel Melissa Oliveira de Souza, Cláudio Galvão de Souza Júnior;Ciências Agrárias;n
249393;EXPERIÊNCIA DE ESTÁGIO BÁSICO DE PSICOLOGIA EM AÇÕES COLETIVAS: VIVENCIANDO O FAZER DA PSICOLOGIA NO CENTRO DE ATENÇÃO PSICOSSOCIAL - CAPS I.;Alessandra Raysa Dias dos Santos, Jullyane Chagas Barboza Brasilino;Ciências da Saúde;n
249405;COMO CRIAR PARA SI UM CORPO-CARTÓGRAFO: um relato de experiência de criação cartográfica online;Júlio César Florencio de Almeida, Érika de Sousa Mendonça;Ciências Humanas;n
249424;POLÍTICAS PÚBLICAS DA MULHER GESTANTE E PUÉRPERA  COMO PREVENÇÃO E PROMOÇÃO DA SAÚDE;Maria Iolanda de Almeida, Vera Lúcia Chalegre de Freitas;Ciências da Saúde;n
249441;A Utilização de Enfrentamento Religioso-Espiritual no Grupo de AA;Ricardo Luiz Alves;Ciências Humanas;n
249444;Programa de Extensão Oficinas Terapêuticas Para Idosos Institucionalizados;RICARDO LUIZ ALVES;Ciências Humanas;n
249482;“O DIFERENTE DE MIM” - DIVERSIDADE E  ACOLHIMENTO NOS SERVIÇOS DE SAÚDE: UM RELATO DE  EXPERIÊNCIA COM GRUPOS;Letícia de Sales Maciel, Mayra Paola Ramos  Vieira, José Breno Carvalho Curvelo,  Juliana Catarine Barbosa da Silva, Michelle Torres Melo e Silva, Tayana Barbosa Trajano Guerra;Ciências da Saúde;n
249486;DIARIUM SEXUALIS: UM RELATO DE EXPERIÊNCIA;Angélica Alexandrina César de Carvalho, Érika de Sousa Mendonça;Ciências Humanas;n
249489;USO DO SOFTWARE RSTUDIO NO ENSINO DE MATEMÁTICA: UMA REVISÃO SISTEMÁTICA DE TESES E DISSERTAÇÕES;Miriam Lecília Farias Ribeiro, Letícia Karina Ramos de Lima, Ana Beatriz Xavier de Santana, Eber Gustavo da Silva Gomes;Ciências Exatas e da Terra;n
249492;ROTAÇÃO POR ESTAÇÃO NO ENSINO DE MATEMÁTICA: UMA REVISÃO SISTEMÁTICA E UMA SEQUÊNCIA DIDÁTICA NO ENSINO DE FUNÇÃO DO 1° GRAU.;Antonio Marcos Pedroza do Amaral, Eber Gustavo da Silva Gomes;Ciências Exatas e da Terra;n
249494;AVALIAÇÃO DA CONDIÇÃO DO MEIO BUCAL PRÉVIO AO TRATAMENTO RADIOTERÁPICO EM PACIENTES COM CÂNCER NA REGIÃO DE CABEÇA E PESCOÇO;Wesllayne Souza Lima, Lucas Nascimento Ribeiro, Ana Maria Ipólito Barros, Válery Muniz de Sousa, Raylane Faria de Albuquerque, Gustavo Pina Godoy, Ana Carolina Correia Laurindo de Cerqueira Neto, Igor Henrique Morais Silva;Ciências da Saúde;n
249495;PREVENÇÃO DA OSTEORRADIONECROSE DOS MAXILARES COM A COMBINAÇÃO MEDICAMENTOSA DE PENTOXIFILINA E TOCOFEROL NO SERVIÇO DE ODONTOLOGIA EM UM HOSPITAL DE REFERÊNCIA EM ONCOLOGIA;Wesllayne Souza Lima, Lucas Nascimento Ribeiro, Ana Maria Ipólito Barros, Válery Muniz de Sousa, Raylane Faria de Albuquerque, Gustavo Pina Godoy, Ana Carolina Correia Laurindo de Cerqueira Neto, Rômulo Oliveira de Hollanda Valente, Igor Henrique Morais Silva;Ciências da Saúde;n
249505;JOACHIM WACH E A TIPOLOGIA IGREJA VERSUS SEITA ;ALDENOR ALVES SOARES;Ciências Humanas;n
249506;RICHARD NIEBUHR E A TIPOLOGIA IGREJA VERSUS SEITA;ALDENOR ALVES SOARES;Ciências Humanas;n
249508;ROGER MEHL E A TIPOLOGIA IGREJA VERSUS SEITA;ALDENOR ALVES SOARES;Ciências Humanas;n
249517;VARIAÇÃO NO USO DE ARTIGO DEFINIDO DIANTE DE PRONOMES POSSESSIVOS EM CARTAS OFICIAIS PERNAMBUCANAS NOS SÉCULOS XIX E XX;Any Biatriz Baltazar da Silva, Adeilson Pinheiro Sedrins;Linguística, Letras e Artes;n
249527;MÉTODO DE CONDICIONAMENTO OPERANTE DE SKINNER: Experimento com rato virtual Sniffy;Lídia Janieide de Oliveira, Rebeca Agreles de Holanda Barbosa, Eloá Mabel Santina Farias de Oliveira, João Paulo Freitas Silva, João Pedro Brasil Araújo, Matheus de Medeiros Espinhara;Ciências Humanas;n
249529;RESOLUÇÃO DE EDO LINEAR DE SEGUNDA ORDEM PELO MÉTODO NUMÉRICO DAS DIFERENÇAS FINITAS;Luciano Cesario da Silva, Paulo Cavalcante do Nascimento Junior;Ciências Exatas e da Terra;n
249532;CULTURA TRIDIMENSIONAL DE CÉLULAS DO CÂNCER DE MAMA NA BUSCA DE NOVOS CANDIDATOS A FÁRMACOS;FELIPE DE MELO SOUZA, JOANA SIQUEIRA DE GÓIS RODRIGUES, RAFAEL DAVID SOUTO DE AZEVEDO, SINARA MÔNICA VITALINO DE ALMEIDA;Ciências da Saúde;n
249539;PRODUÇÃO DE COLAGENASE POR FUNGOS FILAMENTOSOS ISOLADOS DO SOLO DO BIOMA CAATINGA;Diego Gomes Ramos, Emerson Pequeno de Souza, Carolina de Albuquerque Lima Duarte;Ciências Biológicas;n
249540;EDUCAÇÃO EM SAÚDE: O PAPEL DO ENFERMEIRO NO CONTEXTO DA PREVENÇÃO PRIMÁRIA DA SÍFILIS CONGÊNITA;Lara Thaís da Silva Oliveira, Camila de Carvalho Veríssimo, Manuela Paes Espindola, Vitoria Pereira de Olivera, Rayane Poliana Gomes Soares, Rafaela Figueiredo da Costa Bezerra, Danielle Belmira Ferraz Figueredo;Ciências da Saúde;n
249548;A TRANSPOSIÇÃO DO RIO SÃO FRANCISCO E O RACISMO AMBIENTAL: REFLEXÕES A PARTIR DAS EXPERIÊNCIAS DO PROGRAMA DE EXTENSÃO TRANSVERGENTE;Yasmin de Souza Pereira, Clarissa Marques;Ciências Sociais Aplicadas;n
249551;Oportunidades e Desafios na Certificação Ambiental de Indústrias Alimentícias no Brasil;Maria Raquel Alves da Costa, Tatiana de Oliveira Calado;Ciências Sociais Aplicadas;n
249573;CARCINOMA DE CÉLULAS ESCAMOSAS EM BOVINOS (CCE): REVISÃO DE LITERATURA;Arthur de Almeida Meneses, Karine Cosme Rocha, Alisson Vinícius Mota Macedo, Ana Luiza Gomes Vanderlei, Larissa Fernanda de Souza Barbosa Valença, Luiz Carlos Pereira Cavalcante, Brenda Karla de Lima Santos, Ana Clara Neves dos Santos, Ana Karolline Cavalcanti de Albuquerque Silva, Luiz Carlos Fontes Baptista Filho, Taciana Rabelo Ramalho Ramos;Ciências Agrárias;n
249574;OS MEGAEMPREENDIMENTOS E SEUS CONSEQUENTES DANOS PSÍQUICOS: UMA BREVE ANÁLISE JURÍDICA;Vitoria Cynara da Silva Sousa, Clarissa Marques, Suely Emilia Santos, Wanessa  Gomes;Ciências Sociais Aplicadas;n
249586;ANÁLISE DE ERROS:  UMA REVISÃO SISTEMÁTICA DOS ERROS COMETIDOS EM ÁLGEBRA NO ENSINO FUNDAMENTAL;Jean de Miranda Barbosa, Eber Gustavo da Silva Gomes;Ciências Exatas e da Terra;n
249589;ARBOVIROSES, SANEAMENTO BÁSICO E AS COMUNIDADES DE INTERESSE SOCIAL DO RECIFE, PERNAMBUCO: UMA ANÁLISE ESPACIAL;Gabriel Alves de Lima;Engenharias;n
249592;PRODUÇÃO DE CARVÃO ATIVADO A PARTIR DE RESÍDUO AGRÍCOLA EMPREGADO NA ADSORÇÃO DE CORANTE SINTÉTICO ;Paulo Henrique Brito Figueiredo, Hilma Conceição Fonseca Santos, Matheus dos Santos Rocha, Mateus Lima Coutinho;Ciências Exatas e da Terra;n
249594;ANÁLISES BIOGEOGRAFICAS DA CAATINGA: UMA REVISÃO DE LITERATURA;Ricardo de Santana Silva;Ciências Humanas;n
249597;ESTUDO COMPARATIVO DAS BIOMASSAS DE GUANDU E PEQUI AVALIADAS NA ADSORÇÃO DO AZUL DE METILENO;Matheus dos Santos Rocha, Mateus Lima Coutinho, Paulo Henrique Brito Figueiredo, Hilma Conceição Fonseca Santos;Ciências Exatas e da Terra;n
249617;MANEJO ODONTOLÓGICO DE PACIENTE QUE FAZ PROFILAXIA ANTITROMBÓTICA;Rebeca de Siqueira Amorim, Lurian Sthefani Carvalho Martins, Maria Fernanda de Britto Cabral, Julliana Carvalho Rocha, Milena Lima da Silva, Lucas Dantas Virginio, Victória Gonçalves de Queiroz, Marconi Eduardo Sousa Maciel Santos, Fabrício Souza Landim, Renata de Albuquerque Cavalcanti Almeida, Fernanda Souto Maior dos Santos Araújo, Fábio Andrey da Costa Araújo;Ciências da Saúde;n
249629;Distração Osteogênica em Cirurgia e Traumatologia Bucomaxilofacial : Uma Revisão De Literatura;Chayane Gomes Muniz, Joana Beatriz de Lima, Jéssica Tainá Ferreira Neves, Jefferson da Silva Santana, Janaina Santana Matilde da Silva, Luedyna Rayane Rodrigues Leite, Giovanna Jully de Oliveira Nascimento, Sílvia Cristina Silva Rodrigues Camêlo, Pedro Vitor Magalhães de França, Renata de Albuquerque Cavalcanti, Fabrício Souza Landim, Fábio Andrey da Costa Araújo;Ciências da Saúde;n
249647;PROTOCOLOS DE TRATAMENTOS DA OSTEONECROSE INDUZIDA POR MEDICAMENTOS. ;Lurian Sthefani Carvalho Martins, João Vítor de Lima Calado, Rebeca de Siqueira Amorim, Maria Karoline Gomes Dantas, Maria Fernanda de Britto Cabral, Milena Lima da Silva, Lucas Dantas Virginio, Marconi Eduardo Sousa Maciel Santos, Fabrício Souza Landim, André Vajgel Fernandes, Fernanda Souto Maior dos Santos Araújo, Fábio Andrey da Costa Araújo;Ciências da Saúde;n
249664;APNEIA OBSTRUTIVA DO SONO UMA REVISÃO DE LITERATURA ;Luedyna Rayane Rodrigues Leite, Joice Catiane Soares Martins, Jefferson da Silva Santana, Jéssica Tainá Ferreira Neves, Giovanna Jully de Oliveira Nascimento, Janaina Santana Matilde da Silva, Sílvia Cristina Silva Rodrigues Camêlo, Joana Beatriz de Lima, Pedro Vitor Magalhães de França, Fabrício de Souza Landim, Renata de Albuquerque Cavalcanti Almeida, Fábio Andrey da Costa Araújo;Ciências da Saúde;n
249672;O TRANSESCRITURAL COMO ESTRATÉGIA DE RESISTÊNCIA EM A ÚLTIMA TRAGÉDIA, DE ABDULAI SILA;José Aldo Ribeiro da Silva;Linguística, Letras e Artes;n
249676;SOBRE UMA VISÃO DESVANECIDA: O IMPACTO DA CAPITOA BRITES MENDES DE ALBUQUERQUE NA CAPITANIA DE PERNAMBUCO;Higo Lucas Gomes Braga, Ruan Chalys da Silva;Ciências Humanas;n
249691;VIA AÉREA DIFÍCIL E A UTILIZAÇÃO DA BRONCOSCOPIA: UMA REVISÃO DA LITERATURA;JEFFERSON DA SILVA SANTANA, Luedyna Rayane Rodrigues Leite, Chayane Gomes Muniz, Jéssica Tainá Ferreira Neves, Brenda Alencar Araújo Souza, Giovanna Jully de Oliveira Nascimento, Janaína Santana Matilde da Silva, Sílvia Cristina Silva Rodrigues Camêlo, Pedro Vitor Magalhães de França, Fabrício Souza Landim, Renata de Albuquerque Cavalcanti Almeida, Fábio Andrey da Costa Araújo;Ciências da Saúde;n
249706;VOZES EM MOVIMENTO: UMA PROPOSTA DE EXTENSÃO UNIVERSITÁRIA EM CONEXÃO COM DIREITOS SOCIOCULTURAIS;Lucas Manoel da Silva Couto, Clarissa Marques, Maria Luiza Albano, Anne Guimarães, Joan Kleber Amorim da Silva, Maria Luiza Rodrigues Dantas, Nathália Campos de Oliveira, Valmir Alves Teotônio Junior, Vitor Cavalcanti de Almeida;Ciências Sociais Aplicadas;n
249707;A IMPORTÂNCIA DA RELAÇÃO TEORIA E PRÁTICA PARA O APRIMORAMENTO DA FORMAÇÃO DOCENTE: UM OLHAR A PARTIR DA VIVÊNCIA DO ESTÁGIO SUPERVISIONADO NA EDUCAÇÃO INFANTIL;Thais Mariana Brito da Cruz;Ciências Humanas;n
249708;HIV/AIDS EM IDOSOS NO BRASIL: VULNERABILIDADES E O DÉFICIT DE INFORMAÇÕES SOBRE ESSA TEMÁTICA NA 3° IDADE;Apolonio Alves de Lima Junior, Jorge Luiz da Silva Segundo, Matheus de Sá Gomes Cruz Souza, Ieda Fernanda da Silva Santos, Alícia Laís de Araújo Magalhães, Luzilene Pereira de Lima, Jorge José da Mota Pinheiro, Mayana Aquino Correia de Lima, Andrezza de Vasconcelos;Ciências da Saúde;n
249710;A EXPLORAÇÃO DE SAL-GEMA EM MACEIÓ: UMA BREVE ANÁLISE JURÍDICO-AMBIENTAL;Lara Vitória Cordeiro Freitas Lima, Clarissa Marques;Ciências Humanas;n
249716;REPERCUSSÕES PERIODONTAIS DA MOVIMENTAÇÃO ORTODÔNTICA: UMA REVISÃO DE LITERATURA;Milena Lima da Silva, Hortência Vitória Silva Oliveira, Joana Beatriz de Lima, Joice Catiane Soares Martins, Luiz Eduardo Leite Piancó, Lurian Sthefani Carvalho Martins, Maria Fernanda de Britto Cabral, Rebeca de Siqueira Amorim, Sílvia Cristina Silva Rodrigues Camêlo, Eduardo Sérgio Donato Duarte Filho, Daniela Siqueira Lopes, Leógenes Maia Santiago;Ciências da Saúde;n
249717;ATENÇÃO EM SAÚDE BUCAL À PACIENTES COM DOENÇA RENAL CRÔNICA: UMA REVISÃO DA LITERATURA;Milena Lima da Silva, Joice Catiane Soares Matins, Lurian Sthefani Carvalho Martins, Maria Karoline Gomes Dantas, Maria Fernanda de Britto Cabral, Rebeca de Siqueira Amorim, Renata de Albuquerque Cavalcanti Almeida, André Vajgel, Fabrício Souza Landim, Marconi Eduardo Sousa Maciel Santos, Fernanda Souto Maior dos Santos Araújo, Fábio Andrey da Costa Araújo;Ciências da Saúde;n
249724;PRESERVAÇÃO DO ESPAÇO SUPRACRESTAL: UMA REVISÃO DE LITERATURA.;Wesllayne Souza Lima, Milena Lima da Silva, Lurian Sthefani Carvalho Martins, Victória Gonçalves de Queiroz, Milena Vital Veras Costa, Marconi Eduardo S. Maciel Santos, Lúcio Flávio Azevedo Donato, Patrícia Lins Azevedo do Nascimento, Eduardo Sérgio Donato, Daniela Siqueira Lopes, André Vajgel Fernandes, Léogenes Maia Santiago;Ciências da Saúde;n
249732;O uso de jogos e situações problemas  no ensino de frações no 6º ano, um meio de favorecer a interatividade e inclusão na sala de aula: Experiência no Estágio Supervisionado ;Jéssica Maria da Silva, Lívia Beatriz Alves de Moura;Ciências Exatas e da Terra;n
249735;RELATO DE EXPERIÊNCIA: A FORMAÇÃO CONTINUADA COMO DIVISOR DE ÁGUAS NA PRÁTICA DOCENTE;JOELÂNDIA NUNES ULISSES DE OLIVEIRA;Linguística, Letras e Artes;n
249740;INTERROMPER O ATO E INTERPRETAR O GESTO: O ÉPICO TEATRO NA (DE)FORMAÇÃO DA REALIDADE;João Victor Pinto Gonçalo de Souza, Rita de Cássia Souza Tabosa Freitas;Ciências Sociais Aplicadas;n
249741;Primeiros socorros: Fatores que contribuem para o déficit de conhecimento da população leiga;Maria Andriely Santana da Silva;Ciências da Saúde;n
249742;O USO DE PROBIÓTICOS E O TRATAMENTO DAS DOENÇAS PERIODONTAIS;Rebeca de Siqueira Amorim, Lurian Sthefani Carvalho Martins, Joana Beatriz de Lima, Maria Fernanda de Britto Cabral, Milena Lima da Silva, Jéssica Tainá Ferreira Neves, Sílvia Cristina Silva Rodrigues Camêlo, Luiz Eduardo Leite Piancó, Hortência Vitória Silva de Oliveira, Leógenes Maia Santiago, Eduardo Sérgio Donato Duarte Filho, Daniela Siqueira Lopes;Ciências da Saúde;n
249748;CONCEPÇÕES DOCENTES SOBRE A AVALIAÇÃO DA APRENDIZAGEM NA EDUCAÇÃO BÁSICA;José Rivaldo Andrade da Silva, Lucas de Melo Lira, Jhonatan Melo de Araújo, Pedro Henrique de Costa Gomes, Hidelbrando Lino de Albuquerque;Ciências Humanas;n
249749;EFICÁCIA DO POLIETILENOGLICOL COMPARADO A LACTULOSE EM PACIENTES COM ENCEFALOPATIA HEPÁTICA: UMA REVISÃO DA LITERATURA;Pedro Antonio Medeiros de Oliveira, Kátia Simone Cezário de Barros;Ciências da Saúde;n
249752;Ocorrência de Leishmaniose Visceral Canina e Quantificação da Carga Parasitária em Animais Proveniêntes de uma Área Endêmica no Estado de Pernambuco;Rebeca Marques de Menezes, Jéssica Cardoso Pessoa de Oliveira, Lucas dos Santos Pereira, Gílcia Aparecida de Carvalho, Rafael Antonio do Nascimento Ramos;Ciências Agrárias;n
249754;Relato de experiência extensionista: desenvolvimento de um RPG de mesa destinado à intervenções com adolescentes no estímulo de funções executivas e habilidades sociais;Gustavo Almeida Silva, Andrielly de Souza Serpa, Bruno de Freitas Barbosa, Gabriel Eduardo Gomes de Sá Oliveira, Gabriela Helena Borges, Hémerson Carlos Dovoezem Costa, Rafaela Nascimento Silva, Ricardo Paes dos Santos, Claudimara Chisté Souza;Ciências Humanas;n
249756;FUNÇÕES EXECUTIVAS E MOTIVAÇÃO: PRÁTICA E ESCUTA CLÍNICA NA DISCIPLINA PSICOLOGIA E APRENDIZAGEM;Vitória Paes Galindo, Claudimara Chisté Santos;Ciências Sociais Aplicadas;n
249759;IMPORTÂNCIA DO ISOLAMENTO ABSOLUTO NAS RESTAURAÇÕES ADESIVAS: UMA REVISÃO DE LITERATURA ;Milena Lima da Silva, Chayane Gomes Muniz, Filipe Azevedo de Abreu Cavalcante, Lívia Maria Mateus de Lucena Barros, Lurian Sthefani Carvalho Martins, Milena Vital Veras costa, Victória Gonçalves de Queiroz, Wesllayne Souza Lima, André Vajgel Fernandes, Eduardo Sérgio Donato Duarte Filho, Marcella Quirino de Almeida Azevedo, Lucio Flávio Azevedo Donato;Ciências da Saúde;n
249770;PLANEJAMENTO DA ARBORIZAÇÃO URBANA: DESAFIOS NO MUNICÍPIO DE GARANHUNS-PE PARA MINIMIZAÇÃO DOS CASOS DE SUPRESSÃO ARBÓREA;Marília de Macêdo Almeida Menezes, Wandro da Silva, Pâmela Rodrigues Azevedo, Danielle de Siqueira Jansen, Antonio Fernando Alves de Souza, Anderson Philipy Cabral Alves;Ciências Agrárias;n
249778;Violência obstétrica como uma questão de saúde pública:  o gestar sob influência de diferentes formas de violência. ;Regiane Fernandes da Silva Almeida, Sabrina Mazo D’ Affonseca;Ciências Humanas;n
249788;A importância do Estágio Supervisionado para a formação do indivíduo licenciando;Jéssica Barbosa da Silva, Mônica da Silva Nascimento;Linguística, Letras e Artes;n
249796;A PAIXÃO E O CIÚME EM DOM CASMURRO: UMA ANÁLISE À LUZ DA PSICANÁLISE ;Nathalia Lima Silva, Maria Fabiana Marques da Silva, Tainara Siqueira da Silva;Linguística, Letras e Artes;n
249799;LASER INFRAVERMELHO COMO  TERAPIA COADJUVANTE A CIRURGIAS PLÁSTICAS PERIODONTAIS.;Lurian Sthefani Carvalho Martins, Rebeca de Siqueira Amorim, Joana Beatriz de Lima, Joice Catiane Soares Martins, Milena Lima da Silva, Silvia Cristina Silva Rodrigues  Câmelo, Ednaiara de Oliveira Souza, Maria Fernanda de Britto Cabral, Hortência Vitória Silva Oliveira, Leógenes Maia Santiago, Eduardo Sérgio Donato Duarte Filho, Daniela Siqueira Lopes;Ciências da Saúde;n
249819;A PERTINÊNCIA DA MONITORIA NA CONSTRUÇÃO DE UM ENSINO CRÍTICO E REMOTO: UM RELATO DE EXPERIÊNCIA;Maria Eduarda Sobral Ferreira Sá Barreto, José Breno Carvalho Curvelo, Érika de Souza Mendonça;Ciências Humanas;n
249823;GÊNERO, BORDADO E IMAGINÁRIO LOCAL: OS SENTIDOS ESTÉTICOS FEMINISTAS PRESENTES NAS PEÇAS DAS BORDADEIRAS DE PASSIRA, PERNAMBUCO;Lara Beatriz Maria de Oliveira Araújo, Mário de Faria Carvalho;Ciências Sociais Aplicadas;n
249835;ONCO.UPE: UMA PLATAFORMA DE DIVULGAÇÃO CIENTÍFICA EM BIOLOGIA CELULAR E ONCOLOGIA;Maria Helena Nunes Borges, Igor Renan de Souza Sá, Antônio Felix da Silva Filho;Ciências Biológicas;n
249836;COMPREENSÃO DA BIOLOGIA CELULAR ATRAVÉS DA CONSTRUÇÃO DE MODELOS DIDÁTICOS DE BAIXO CUSTO;Igor Renan de Souza Sá, Maria Helena Nunes Borges, Antônio Felix da Silva Filho;Ciências Biológicas;n
249848;Câncer de boca: uma revisão de literatura;Sílvia Cristina Silva Rodrigues Camêlo, Jéssica Tainá Ferreira Neves, Chayane Gomes Muniz, Joice Catiane Soares Martins, Joana Beatriz de Lima, Brenda Alencar Araújo Souza, Jefferson da Silva Santana, Pedro Vitor Magalhães de França, Luedyna Rayane Rodrigues Leite, Fabrício de Souza Landim, Renata de Albuquerque Cavalcanti Almeida, Fábio Andrey da Costa Araújo;Ciências da Saúde;n
249863;Lesão de Furca e Tunelização: Uma revisão de literatura;Sílvia Cristina Silva Rodrigues Camêlo, Luiz Eduardo Leite Piancó, Jéssica Tainá Ferreira Neves, Lurian Sthefani Carvalho Martins, Milena Lima da Silva, Rebeca de Siqueira Amorim, Joana Beatriz de Lima, Maria Fernanda de Britto Cabral, Ednaiara de Oliveira Souza, Eduardo Sérgio Donato Duarte Filho, Daniela Siqueira Lopes, Leógenes Maia Santiago;Ciências da Saúde;n
249868;DOS MEIOS AOS FINS DO DIREITO: NOTAS A PARTIR DE  WALTER BENJAMIN SOBRE A ANÁLISE DA LINGUAGEM;João Victor Pinto Gonçalo de Souza, Rita de Cássia Souza Tabosa Freitas;Ciências Sociais Aplicadas;n
249875;A EPISTEMOLOGIA GENÉTICA DE JEAN PIAGET: REVISÃO NARRATIVA;Pablo Natan Macedo Dos Santos;Ciências Humanas;n
249879;Trabalho Infantil no Município de Ouricuri- PE ;Nayra Bezerra Matias, Livia Maria Mateus de Lucena Barros, Laura Ferraz Tavares, Arthur Silva Capistrano, Maria Olivia da Costa, Igor Albuquerque Monteiro;Ciências da Saúde;n
249884;A CONSOLIDAÇÃO DO CÓDIGO FLORESTAL E O JULGAMENTO DA AÇÃO DECLARATÓRIA DE CONSTITUCIONALIDADE 42 NO STF ;Glória Maria Vaz Oliveira de Menezes, Lucas Manoel da Silva Couto, Adriano Fábio Cordeiro da Silva;Ciências Sociais Aplicadas;n
249897;TRAUMAS FACIAIS DECORRENTES DE ACIDENTES: UMA REVISÃO DE LITERATURA;Patrícia Sthefânia Mulatinho Paiva, Bruna Thaís Santos da Rocha, Ana Carolina Soares de Andrade, José Thomas Azevedo de Queiroz, Dayanne Larissa Ferreira de Santana, Rayza Dayane Silva de Mendonça, Talita Álvares do Nacimento, Marcela Côrte Real Fernandes, Ricardo Eugenio Varela Ayres de Melo;Ciências da Saúde;n
249901;RELAÇÃO ENTRE A IMAGEM CORPORAL DE ADOLESCENTES E O USO DAS REDES SOCIAIS;Anael Robson Barbosa Ferreira, Ana Carolina Ferreira Nery, Jaiara Maria de Paula Silva, Matheus de Morais Clemente, Geovanna Correia Alcantara;Ciências Humanas;n
249903;ADENOMA PLEOMÓRFICO EM GLÂNDULAS SALIVARES: REVISÃO DE LITERATURA;Patrícia Sthefânia Mulatinho Paiva, Bruna Thaís Santos da Rocha, Ana Carolina Soares de Andrade, José Thomas Azevedo de Queiroz, Dayanne Larissa Ferreira de Santana, Rayza Dayane Silva de Mendonça, Talita Álvares do Nacimento, Marcela Côrte Real Fernandes, Ricardo Eugenio Varela Ayres de Melo;Ciências da Saúde;n
249905;COMUNICAÇÃO BUCO SINUSAL: MÉTODOS DE ABORDAGEM CIRÚRGICA;Patrícia Sthefânia Mulatinho Paiva, Bruna Thaís Santos da Rocha, Ana Carolina Soares de Andrade, José Thomas Azevedo de Queiroz, Dayanne Larissa Ferreira de Santana, Rayza Dayane Silva de Mendonça, Talita Álvares do Nacimento, Marcela Côrte Real Fernandes, Ricardo Eugenio Varela Ayres de Melo;Ciências da Saúde;n
249908;ACESSIBILIDADE NA EDUCAÇÃO AMBIENTAL EM TEMPOS DE PANDEMIA;Milayne dos Santos Panta, Mikaelly Dos Santos Panta, Tatiana de Oliveira Calado;Ciências Humanas;n
249916;ADMIRÁVEL CHIP NOVO E A MANIPULAÇÃO DA MASSA: UMA ANÁLISE DISCURSIVA;Noemi Alves Tavares, Anthony Richard Pereira da Silva, Ana Maria Lopes Ferreira Guimarães;Linguística, Letras e Artes;n
249936;MALFORMAÇÃO CONGÊNITA EM SUÍNOS – RELATO DE CASO;Adenilson josé dos santos, Paula Roberta Feitosa  de Araújo, Esdras modesto dos Santos, Tiago Silva Andrade;Ciências Agrárias;n
249940;QUALIDADE DE VIDA E SAÚDE MENTAL DOS ESTUDANTES DE MEDICINA DURANTE A PANDEMIA DA COVID-19;Elba Soraya Magalhães da Luz, Sinara Mônica Vitalino de Almeida;Ciências da Saúde;n
249943;DOAÇÃO PÓSTUMA DE ÓRGÃOS: O QUE INFLUENCIA NA DECISÃO?;Maria Isabela Soares de Alencar Monteiro, Thiago Mendes Ataide Soares, Luana Rayssa Rocha Gomes;Ciências da Saúde;n
249945;CONDUTA DO CIRURGIÃO DENTISTA FRENTE ÀS EMERGÊNCIAS MÉDICAS NO CONSULTÓRIO ODONTOLÓGICO;Maria Isabela Soares de Alencar Monteiro;Ciências da Saúde;n
249960;Análise de enteroparasitos zoonóticos em cães do Centro de Controle Ambiental no município de Garanhuns-PE;Iury Henrique de Freitas Melo, Eduardo Henrique Amorim Silva, Ivaldo Victor Mota de Siqueira, Lucas Azevedo dos Santos, Renata Silva Brito, Carlos Roberto Cruz Ubirajara Filho, Rafael Antonio do Nascimento Ramos, Gílcia Aparecida de Carvalho;Ciências Agrárias;n
249964;RELATO DE EXPERIÊNCIA: A ESCRITA NARRATIVA REFLEXIVA NA FORMAÇÃO DO PROFESSOR A PARTIR DO DIÁRIO DE BORDO ;Maria Cilane Gonçalves da Silva;Ciências Humanas;n
